http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:43:57 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:43:58 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:43:58 New Cassandra host /127.0.0.1:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.2:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,        280913,     630,     630,     630,     5.7,     3.2,    22.9,    43.5,    61.9,    61.9,  531.6,  0.00525,      0,      0,       0,       0,       0,       0
total,        281394,     473,     473,     473,     6.8,     2.7,    29.5,    71.2,    86.1,    86.1,  532.7,  0.00525,      0,      0,       0,       0,       0,       0
total,        281948,     542,     542,     542,     5.8,     2.6,    22.4,    56.9,    75.0,    75.0,  533.7,  0.00524,      0,      0,       0,       0,       0,       0
total,        282504,     542,     542,     542,     5.9,     3.1,    23.3,    49.4,    53.6,    53.6,  534.7,  0.00523,      0,      0,       0,       0,       0,       0
total,        283036,     526,     526,     526,     6.6,     3.1,    29.5,    49.9,    61.1,    61.1,  535.7,  0.00522,      0,      0,       0,       0,       0,       0
total,        283598,     561,     561,     561,     6.6,     3.6,    32.4,    51.7,    61.3,    61.3,  536.7,  0.00521,      0,      0,       0,       0,       0,       0
total,        284115,     502,     502,     502,     7.0,     3.2,    31.9,    78.6,   105.4,   105.4,  537.8,  0.00520,      0,      0,       0,       0,       0,       0
total,        284635,     511,     511,     511,     7.0,     3.2,    31.2,    50.4,    77.0,    77.0,  538.8,  0.00519,      0,      0,       0,       0,       0,       0
total,        285106,     464,     464,     464,     7.8,     3.4,    34.2,    67.7,    83.5,    83.5,  539.8,  0.00519,      0,      0,       0,       0,       0,       0
total,        285633,     522,     522,     522,     6.9,     3.4,    29.7,    52.8,    74.9,    74.9,  540.8,  0.00518,      0,      0,       0,       0,       0,       0
total,        286153,     511,     511,     511,     7.0,     3.3,    29.7,    57.6,    71.9,    71.9,  541.8,  0.00517,      0,      0,       0,       0,       0,       0
total,        286529,     371,     371,     371,    10.8,     2.9,    51.1,   166.0,   214.3,   214.3,  542.8,  0.00520,      0,      0,       0,       0,       0,       0
total,        286952,     420,     420,     420,     9.6,     2.9,    41.4,   195.7,   222.4,   222.4,  543.8,  0.00519,      0,      0,       0,       0,       0,       0
total,        287363,     415,     415,     415,     9.3,     3.8,    35.5,   104.3,   119.3,   119.3,  544.8,  0.00520,      0,      0,       0,       0,       0,       0
total,        287859,     474,     474,     474,     7.2,     2.9,    40.4,    59.9,    63.8,    63.8,  545.9,  0.00519,      0,      0,       0,       0,       0,       0
total,        288243,     378,     378,     378,    10.1,     4.3,    48.2,    68.3,   114.0,   114.0,  546.9,  0.00522,      0,      0,       0,       0,       0,       0
total,        288763,     499,     499,     499,     6.3,     2.9,    33.7,    56.3,    76.0,    76.0,  547.9,  0.00521,      0,      0,       0,       0,       0,       0
total,        289230,     442,     442,     442,     6.9,     3.0,    33.9,    55.2,    67.9,    67.9,  549.0,  0.00521,      0,      0,       0,       0,       0,       0
total,        289747,     517,     517,     517,     6.7,     3.6,    27.0,    54.3,    78.8,    78.8,  550.0,  0.00520,      0,      0,       0,       0,       0,       0
total,        290284,     515,     515,     515,     7.3,     3.7,    35.7,    57.2,    73.8,    73.8,  551.0,  0.00519,      0,      0,       0,       0,       0,       0
total,        290754,     479,     479,     479,     7.5,     4.1,    33.7,    62.3,    73.7,    73.7,  552.0,  0.00519,      0,      0,       0,       0,       0,       0
total,        291151,     381,     381,     381,     9.6,     4.1,    44.5,    71.0,    75.2,    75.2,  553.0,  0.00521,      0,      0,       0,       0,       0,       0
total,        291577,     418,     418,     418,     7.8,     4.1,    31.6,    53.2,    88.7,    88.7,  554.1,  0.00522,      0,      0,       0,       0,       0,       0
total,        291975,     392,     392,     392,     9.2,     4.8,    40.0,    76.7,    92.9,    92.9,  555.1,  0.00523,      0,      0,       0,       0,       0,       0
total,        292324,     346,     346,     346,     9.9,     4.2,    52.0,    65.4,    82.9,    82.9,  556.1,  0.00527,      0,      0,       0,       0,       0,       0
total,        292698,     370,     370,     370,     8.9,     4.2,    47.1,    62.3,    63.8,    63.8,  557.1,  0.00529,      0,      0,       0,       0,       0,       0
total,        293199,     484,     484,     484,     7.0,     4.3,    21.9,    51.6,    65.1,    65.1,  558.1,  0.00528,      0,      0,       0,       0,       0,       0
total,        293697,     496,     496,     496,     6.5,     3.4,    22.1,    56.3,    77.7,    77.7,  559.1,  0.00528,      0,      0,       0,       0,       0,       0
total,        294198,     494,     494,     494,     7.0,     3.8,    21.2,    60.5,    84.0,    84.0,  560.2,  0.00527,      0,      0,       0,       0,       0,       0
total,        294652,     447,     447,     447,     8.3,     3.9,    39.4,    74.4,    99.1,    99.1,  561.2,  0.00526,      0,      0,       0,       0,       0,       0
total,        295142,     483,     483,     483,     7.4,     3.5,    34.5,    76.4,    86.8,    86.8,  562.2,  0.00526,      0,      0,       0,       0,       0,       0
total,        295662,     517,     517,     517,     6.6,     3.4,    27.4,    49.0,    67.3,    67.3,  563.2,  0.00525,      0,      0,       0,       0,       0,       0
total,        296177,     496,     496,     496,     7.2,     3.5,    36.9,    56.3,    84.7,    84.7,  564.2,  0.00524,      0,      0,       0,       0,       0,       0
total,        296558,     372,     372,     372,    10.4,     4.3,    56.8,    74.1,    89.2,    89.2,  565.3,  0.00526,      0,      0,       0,       0,       0,       0
total,        297064,     502,     502,     502,     6.1,     3.5,    20.2,    45.4,    62.9,    62.9,  566.3,  0.00525,      0,      0,       0,       0,       0,       0
total,        297531,     450,     450,     450,     8.5,     3.3,    42.5,    64.6,    91.5,    91.5,  567.3,  0.00525,      0,      0,       0,       0,       0,       0
total,        298071,     535,     535,     535,     6.0,     3.0,    23.2,    52.1,    75.6,    75.6,  568.3,  0.00524,      0,      0,       0,       0,       0,       0
total,        298593,     519,     519,     519,     6.3,     2.6,    27.8,    71.6,   104.4,   104.4,  569.3,  0.00524,      0,      0,       0,       0,       0,       0
total,        299095,     483,     483,     483,     7.7,     3.1,    35.8,    58.3,    86.0,    86.0,  570.4,  0.00523,      0,      0,       0,       0,       0,       0
total,        299685,     566,     566,     566,     6.6,     3.1,    30.8,    52.5,    56.7,    56.7,  571.4,  0.00522,      0,      0,       0,       0,       0,       0
total,        300256,     585,     585,     585,     5.7,     2.7,    29.2,    49.4,    54.2,    54.2,  572.4,  0.00521,      0,      0,       0,       0,       0,       0
total,        300800,     522,     522,     522,     6.5,     3.0,    33.3,    52.1,    58.8,    58.8,  573.4,  0.00520,      0,      0,       0,       0,       0,       0
total,        301236,     416,     416,     416,     8.4,     3.4,    38.2,    61.2,   105.1,   105.1,  574.5,  0.00521,      0,      0,       0,       0,       0,       0
total,        301713,     456,     456,     456,     8.1,     3.4,    41.8,    57.7,    73.7,    73.7,  575.5,  0.00521,      0,      0,       0,       0,       0,       0
total,        302344,     590,     590,     590,     5.9,     2.9,    22.3,    48.2,    59.7,    59.7,  576.6,  0.00520,      0,      0,       0,       0,       0,       0
total,        302931,     580,     580,     580,     5.8,     2.8,    21.6,    48.1,    60.5,    60.5,  577.6,  0.00519,      0,      0,       0,       0,       0,       0
total,        303445,     510,     510,     510,     6.9,     3.1,    26.0,    59.5,    81.2,    81.2,  578.6,  0.00519,      0,      0,       0,       0,       0,       0
total,        304037,     569,     569,     569,     5.7,     3.1,    22.1,    53.8,    65.7,    65.7,  579.6,  0.00518,      0,      0,       0,       0,       0,       0
total,        304636,     588,     588,     588,     6.3,     3.2,    22.1,    42.6,    52.4,    52.4,  580.7,  0.00517,      0,      0,       0,       0,       0,       0
total,        305199,     550,     550,     550,     6.7,     3.0,    31.3,    59.4,   103.6,   103.6,  581.7,  0.00516,      0,      0,       0,       0,       0,       0
total,        305678,     471,     471,     471,     7.5,     3.0,    34.6,    52.6,    76.8,    76.8,  582.7,  0.00516,      0,      0,       0,       0,       0,       0
total,        306261,     577,     577,     577,     5.7,     3.0,    21.4,    40.1,    43.4,    43.4,  583.7,  0.00515,      0,      0,       0,       0,       0,       0
total,        306745,     479,     479,     479,     7.2,     3.2,    32.3,    52.3,    64.4,    64.4,  584.7,  0.00514,      0,      0,       0,       0,       0,       0
total,        307125,     377,     377,     377,     9.4,     3.3,    39.9,    75.3,   189.6,   189.6,  585.7,  0.00516,      0,      0,       0,       0,       0,       0
total,        307667,     530,     530,     530,     6.5,     3.1,    22.1,    55.1,    63.3,    63.3,  586.7,  0.00515,      0,      0,       0,       0,       0,       0
total,        308161,     494,     494,     494,     6.8,     3.5,    28.3,    45.8,    50.0,    50.0,  587.7,  0.00515,      0,      0,       0,       0,       0,       0
total,        308774,     598,     598,     598,     5.8,     3.0,    27.6,    39.3,    66.1,    66.1,  588.8,  0.00514,      0,      0,       0,       0,       0,       0
total,        309361,     571,     571,     571,     6.6,     3.2,    33.0,    48.8,    55.3,    55.3,  589.8,  0.00513,      0,      0,       0,       0,       0,       0
total,        309867,     490,     490,     490,     5.5,     2.6,    18.2,    57.1,    73.0,    73.0,  590.8,  0.00513,      0,      0,       0,       0,       0,       0
total,        310408,     540,     540,     540,     6.6,     3.0,    29.3,    74.3,    82.5,    82.5,  591.8,  0.00512,      0,      0,       0,       0,       0,       0
total,        310930,     493,     493,     493,     7.1,     3.0,    37.3,    55.7,    72.6,    72.6,  592.9,  0.00511,      0,      0,       0,       0,       0,       0
total,        311474,     539,     539,     539,     5.6,     2.7,    20.9,    45.9,    69.4,    69.4,  593.9,  0.00510,      0,      0,       0,       0,       0,       0
total,        311900,     419,     419,     419,     8.6,     3.4,    43.5,    71.1,   102.8,   102.8,  594.9,  0.00511,      0,      0,       0,       0,       0,       0
total,        312510,     600,     600,     600,     5.9,     3.0,    20.9,    50.8,    57.9,    57.9,  595.9,  0.00511,      0,      0,       0,       0,       0,       0
total,        313049,     531,     531,     531,     6.0,     2.9,    28.4,    49.1,    58.1,    58.1,  597.0,  0.00510,      0,      0,       0,       0,       0,       0
total,        313594,     529,     529,     529,     6.3,     2.6,    37.4,    56.6,    64.8,    64.8,  598.0,  0.00509,      0,      0,       0,       0,       0,       0
total,        314101,     526,     526,     526,     6.5,     3.5,    22.1,    55.8,    68.1,    68.1,  598.9,  0.00508,      0,      0,       0,       0,       0,       0
total,        314484,     359,     359,     359,    11.7,     3.1,    75.9,   156.9,   171.3,   171.3,  600.0,  0.00509,      0,      0,       0,       0,       0,       0
total,        314897,     402,     402,     402,     9.0,     3.1,    33.3,   150.7,   195.3,   195.3,  601.0,  0.00508,      0,      0,       0,       0,       0,       0
total,        315399,     498,     498,     498,     7.1,     3.6,    32.1,    49.3,    63.0,    63.0,  602.0,  0.00507,      0,      0,       0,       0,       0,       0
total,        315879,     478,     478,     478,     7.3,     3.5,    30.9,    64.3,    94.4,    94.4,  603.1,  0.00507,      0,      0,       0,       0,       0,       0
total,        316272,     390,     390,     390,     9.6,     3.6,    47.6,    98.0,   107.5,   107.5,  604.1,  0.00507,      0,      0,       0,       0,       0,       0
total,        316684,     407,     407,     407,     8.0,     3.3,    32.2,    84.1,   118.8,   118.8,  605.1,  0.00508,      0,      0,       0,       0,       0,       0
total,        317212,     498,     498,     498,     7.0,     3.4,    34.8,    70.5,    79.7,    79.7,  606.1,  0.00508,      0,      0,       0,       0,       0,       0
total,        317657,     437,     437,     437,     8.4,     3.6,    39.9,    52.3,    58.7,    58.7,  607.2,  0.00508,      0,      0,       0,       0,       0,       0
total,        318139,     476,     476,     476,     7.0,     3.4,    25.0,    62.7,    68.9,    68.9,  608.2,  0.00507,      0,      0,       0,       0,       0,       0
total,        318537,     393,     393,     393,     6.7,     2.8,    25.0,    72.5,    78.4,    78.4,  609.2,  0.00509,      0,      0,       0,       0,       0,       0
total,        319034,     493,     493,     493,     6.5,     3.5,    24.4,    49.0,    73.8,    73.8,  610.2,  0.00508,      0,      0,       0,       0,       0,       0
total,        319590,     545,     545,     545,     6.9,     3.3,    30.4,    56.3,    65.4,    65.4,  611.2,  0.00507,      0,      0,       0,       0,       0,       0
total,        320162,     589,     589,     589,     4.9,     2.7,    19.3,    37.0,    44.2,    44.2,  612.2,  0.00506,      0,      0,       0,       0,       0,       0
total,        320604,     417,     417,     417,     8.7,     3.0,    41.2,    82.2,   121.6,   121.6,  613.2,  0.00507,      0,      0,       0,       0,       0,       0
